yearMonth,element,value,field,normalizedValue,year,month
2021-03,NH4-AMMONIUM,262.8,C&H3,2.655081834714084,2021,3
2021-03,NH4-AMMONIUM,389.54,JBW,39.62767039674466,2021,3
2021-03,NH4-AMMONIUM,324.92,JK,7.185316231755861,2021,3
2021-03,NH4-AMMONIUM,191.04,KF,1.188355312266733,2021,3
2021-03,NH4-AMMONIUM,316.26,TERK,1.4364354816732527,2021,3
2021-03,NO3-NITRATE,39.76,C&H3,0.4016973125884016,2021,3
2021-03,NO3-NITRATE,69.88,JBW,7.108850457782299,2021,3
2021-03,NO3-NITRATE,66.72,JK,1.475453339230429,2021,3
2021-03,NO3-NITRATE,14.32,KF,0.0890768847972132,2021,3
2021-03,NO3-NITRATE,129.42,TERK,0.5878185038833629,2021,3
2021-03,PH,12.22,C&H3,0.1234592847039806,2021,3
2021-03,PH,13.18,JBW,1.340793489318413,2021,3
2021-03,PH,12.7,JK,0.2808491817779743,2021,3
2021-03,PH,12.16,KF,0.0756407066434436,2021,3
2021-03,PH,25.16,TERK,0.114275332697461,2021,3
2021-03,P-PHOSPHOROUS,659.94,C&H3,6.667407557082239,2021,3
2021-03,P-PHOSPHOROUS,540.94,JBW,55.029501525941,2021,3
2021-03,P-PHOSPHOROUS,712.92,JK,15.765590446704998,2021,3
2021-03,P-PHOSPHOROUS,521.74,KF,3.245459069420254,2021,3
2021-03,P-PHOSPHOROUS,2018.14,TERK,9.1662806013535,2021,3
2021-03,SE-SELENIUM,1.7,C&H3,0.0171751869064457,2021,3
2021-03,SE-SELENIUM,2.7,JBW,0.2746693794506613,2021,3
2021-03,SE-SELENIUM,2.1,JK,0.0464396284829721,2021,3
2021-03,SE-SELENIUM,2.32,KF,0.0144314506096043,2021,3
2021-03,SE-SELENIUM,4.36,TERK,0.0198028795930417,2021,3
2021-03,SI-SILICON,65.84,C&H3,0.6651848858355224,2021,3
2021-03,SI-SILICON,61.78,JBW,6.284842319430315,2021,3
2021-03,SI-SILICON,67.22,JK,1.4865103936311366,2021,3
2021-03,SI-SILICON,55.72,KF,0.3466036327444638,2021,3
2021-03,SI-SILICON,133.76,TERK,0.6075305445791889,2021,3
2021-03,S-SULFUR,234.8,C&H3,2.3721964033138008,2021,3
2021-03,S-SULFUR,685.28,JBW,69.71312309257375,2021,3
2021-03,S-SULFUR,358.04,JK,7.917735515258736,2021,3
2021-03,S-SULFUR,346.62,KF,2.156133366509082,2021,3
2021-03,S-SULFUR,943.76,TERK,4.286505881818595,2021,3
2021-03,TOTAL NITROGEN (PPM),5050.76,C&H3,51.0280864821176,2021,3
2021-03,TOTAL NITROGEN (PPM),6494.18,JBW,660.6490335707019,2021,3
2021-03,TOTAL NITROGEN (PPM),5536.82,JK,122.44183989385228,2021,3
2021-03,TOTAL NITROGEN (PPM),7392.46,KF,45.98444886787758,2021,3
2021-03,TOTAL NITROGEN (PPM),11026.98,TERK,50.08393514102739,2021,3
2021-03,TOTAL SUGARS (%),1.48,C&H3,0.0149525156597292,2021,3
2021-03,TOTAL SUGARS (%),2.26,JBW,0.229908443540183,2021,3
2021-03,TOTAL SUGARS (%),1.2,JK,0.0265369305616983,2021,3
2021-03,TOTAL SUGARS (%),2.24,KF,0.0139338143816869,2021,3
2021-03,TOTAL SUGARS (%),2.42,TERK,0.0109915065631103,2021,3
2021-03,ZN-ZINC,8.22,C&H3,0.0830470802182259,2021,3
2021-03,ZN-ZINC,19.8,JBW,2.014242115971516,2021,3
2021-03,ZN-ZINC,61.24,JK,1.3542680229986732,2021,3
2021-03,ZN-ZINC,24.1,KF,0.1499129136601144,2021,3
2021-03,ZN-ZINC,68.24,TERK,0.309942317300268,2021,3
2021-05,AL-ALUMINUM,39.87,505 NORTH,0.1106485721422029,2021,5
2021-05,AL-ALUMINUM,29.03,C&H3,0.2932915740553647,2021,5
2021-05,AL-ALUMINUM,49.68,GOLF P,0.4580490503411396,2021,5
2021-05,AL-ALUMINUM,15.87,JBW,1.6144455747711088,2021,5
2021-05,AL-ALUMINUM,38.32,JK,0.8474126492702344,2021,5
2021-05,AL-ALUMINUM,4.1,KF,0.0255038566807663,2021,5
2021-05,AL-ALUMINUM,32.62,TERK,0.1481582413589499,2021,5
2021-05,B-BORON,8.07,505 NORTH,0.0223961368745316,2021,5
2021-05,B-BORON,6.67,C&H3,0.0673873509799959,2021,5
2021-05,B-BORON,5.63,GOLF P,0.0519085377097547,2021,5
2021-05,B-BORON,6.31,JBW,0.6419125127161749,2021,5
2021-05,B-BORON,8.79,JK,0.1943830163644405,2021,5
2021-05,B-BORON,2.59,KF,0.0161109728788255,2021,5
2021-05,B-BORON,11.83,TERK,0.0537312077031384,2021,5
2021-05,CA-CALCIUM,1409.6,505 NORTH,3.911969583437405,2021,5
2021-05,CA-CALCIUM,1587.29,C&H3,16.036472014548394,2021,5
2021-05,CA-CALCIUM,583.74,GOLF P,5.382076341508391,2021,5
2021-05,CA-CALCIUM,2802.27,JBW,285.0732451678535,2021,5
2021-05,CA-CALCIUM,1808.6,JK,39.995577178239714,2021,5
2021-05,CA-CALCIUM,583.89,KF,3.632060213983578,2021,5
2021-05,CA-CALCIUM,2661.95,TERK,12.09043012217832,2021,5
2021-05,CL-CHLORIDE,2991.15,505 NORTH,8.301140621097328,2021,5
2021-05,CL-CHLORIDE,1535.43,C&H3,15.512527783390585,2021,5
2021-05,CL-CHLORIDE,1808.71,GOLF P,16.676286188456576,2021,5
2021-05,CL-CHLORIDE,1905.45,JBW,193.84028484231945,2021,5
2021-05,CL-CHLORIDE,1676.9,JK,37.08314904909332,2021,5
2021-05,CL-CHLORIDE,2369.78,KF,14.74110475242598,2021,5
2021-05,CL-CHLORIDE,2163.57,TERK,9.8268156424581,2021,5
2021-05,CO-COBALT,0.98,505 NORTH,0.0027197291371798,2021,5
2021-05,CO-COBALT,0.54,C&H3,0.0054556476055768,2021,5
2021-05,CO-COBALT,0.53,GOLF P,0.004886594136087,2021,5
2021-05,CO-COBALT,0.49,JBW,0.0498474059003051,2021,5
2021-05,CO-COBALT,0.55,JK,0.0121627598407784,2021,5
2021-05,CO-COBALT,0.54,KF,0.0033590445384423,2021,5
2021-05,CO-COBALT,1.05,TERK,0.0047690421038288,2021,5
2021-05,CU-COPPER,3.54,505 NORTH,0.0098243276996086,2021,5
2021-05,CU-COPPER,2.63,C&H3,0.0265710244493837,2021,5
2021-05,CU-COPPER,2.9,GOLF P,0.0267379679144385,2021,5
2021-05,CU-COPPER,2.3,JBW,0.2339776195320447,2021,5
2021-05,CU-COPPER,2.51,JK,0.0555064130915524,2021,5
2021-05,CU-COPPER,1.51,KF,0.0093928838019407,2021,5
2021-05,CU-COPPER,6.04,TERK,0.0274333469591679,2021,5
2021-05,EC (MS/CM),6.05,505 NORTH,0.0167901645713651,2021,5
2021-05,EC (MS/CM),3.05,C&H3,0.0308143059203879,2021,5
2021-05,EC (MS/CM),3.35,GOLF P,0.0308869629356444,2021,5
2021-05,EC (MS/CM),1.87,JBW,0.190233977619532,2021,5
2021-05,EC (MS/CM),2.35,JK,0.0519681556833259,2021,5
2021-05,EC (MS/CM),3.1,KF,0.0192834038317989,2021,5
2021-05,EC (MS/CM),5.35,TERK,0.0242994050052232,2021,5
2021-05,FE-IRON,68.66,505 NORTH,0.1905475536313934,2021,5
2021-05,FE-IRON,69.58,C&H3,0.7029702970297029,2021,5
2021-05,FE-IRON,72.94,GOLF P,0.6725059929928084,2021,5
2021-05,FE-IRON,37.23,JBW,3.787385554425229,2021,5
2021-05,FE-IRON,64.34,JK,1.4228217602830606,2021,5
2021-05,FE-IRON,9.48,KF,0.058969893008211,2021,5
2021-05,FE-IRON,90.73,TERK,0.4120906572194214,2021,5
2021-05,I-IODINE,0.0,505 NORTH,0.0,2021,5
2021-05,I-IODINE,3.32,C&H3,0.0335421297231764,2021,5
2021-05,I-IODINE,0.88,GOLF P,0.0081135902636916,2021,5
2021-05,I-IODINE,4.29,JBW,0.4364191251271617,2021,5
2021-05,I-IODINE,0.58,JK,0.0128261831048208,2021,5
2021-05,I-IODINE,3.99,KF,0.0248196068673799,2021,5
2021-05,I-IODINE,4.88,TERK,0.0221646909206522,2021,5
2021-05,K-POTASSIUM,13392.24,505 NORTH,37.16659728582133,2021,5
2021-05,K-POTASSIUM,6879.61,C&H3,69.50505152556072,2021,5
2021-05,K-POTASSIUM,5137.24,GOLF P,47.36529596164485,2021,5
2021-05,K-POTASSIUM,9666.36,JBW,983.353001017294,2021,5
2021-05,K-POTASSIUM,8597.93,JK,190.1355594869527,2021,5
2021-05,K-POTASSIUM,2212.82,KF,13.764742473252054,2021,5
2021-05,K-POTASSIUM,13398.1,TERK,60.85343143934233,2021,5
2021-05,MG-MAGNESIUM,2426.74,505 NORTH,6.7347709044487,2021,5
2021-05,MG-MAGNESIUM,1983.0,C&H3,20.03435037381289,2021,5
2021-05,MG-MAGNESIUM,953.84,GOLF P,8.794394246726904,2021,5
2021-05,MG-MAGNESIUM,1924.4,JBW,195.7680569684639,2021,5
2021-05,MG-MAGNESIUM,1901.87,JK,42.05816010614773,2021,5
2021-05,MG-MAGNESIUM,816.79,KF,5.080803682508087,2021,5
2021-05,MG-MAGNESIUM,3304.38,TERK,15.008311759095246,2021,5
2021-05,MN-MANGANESE,33.99,505 NORTH,0.0943301973191241,2021,5
2021-05,MN-MANGANESE,21.42,C&H3,0.2164073550212164,2021,5
2021-05,MN-MANGANESE,21.32,GOLF P,0.196570164115803,2021,5
2021-05,MN-MANGANESE,56.15,JBW,5.712105798575788,2021,5
2021-05,MN-MANGANESE,47.57,JK,1.051968155683326,2021,5
2021-05,MN-MANGANESE,37.58,KF,0.233764618064195,2021,5
2021-05,MN-MANGANESE,99.57,TERK,0.4522414497887996,2021,5
2021-05,MO-MOLYBDENUM,0.33,505 NORTH,0.000915827158438,2021,5
2021-05,MO-MOLYBDENUM,0.32,C&H3,0.0032329763588603,2021,5
2021-05,MO-MOLYBDENUM,0.18,GOLF P,0.0016595980084823,2021,5
2021-05,MO-MOLYBDENUM,0.13,JBW,0.0132248219735503,2021,5
2021-05,MO-MOLYBDENUM,0.34,JK,0.0075187969924812,2021,5
2021-05,MO-MOLYBDENUM,0.15,KF,0.0009330679273451,2021,5
2021-05,MO-MOLYBDENUM,0.3,TERK,0.0013625834582368,2021,5
2021-05,NA-SODIUM,50.72,505 NORTH,0.1407598590181222,2021,5
2021-05,NA-SODIUM,109.8,C&H3,1.1093150131339664,2021,5
2021-05,NA-SODIUM,61.82,GOLF P,0.5699797160243408,2021,5
2021-05,NA-SODIUM,70.14,JBW,7.1353001017294,2021,5
2021-05,NA-SODIUM,47.09,JK,1.0413533834586468,2021,5
2021-05,NA-SODIUM,24.15,KF,0.1502239363025628,2021,5
2021-05,NA-SODIUM,78.6,TERK,0.3569968660580461,2021,5
2021-05,NH4-AMMONIUM,705.11,505 NORTH,1.956845114200872,2021,5
2021-05,NH4-AMMONIUM,1273.64,C&H3,12.867650030309154,2021,5
2021-05,NH4-AMMONIUM,1695.96,GOLF P,15.636732435921076,2021,5
2021-05,NH4-AMMONIUM,961.36,JBW,97.79857578840284,2021,5
2021-05,NH4-AMMONIUM,282.57,JK,6.248783724015922,2021,5
2021-05,NH4-AMMONIUM,2060.97,KF,12.820166708136352,2021,5
2021-05,NH4-AMMONIUM,1309.84,TERK,5.949221056456375,2021,5
2021-05,NO3-NITRATE,3257.19,505 NORTH,9.039463824827244,2021,5
2021-05,NO3-NITRATE,21746.17,C&H3,219.70266720549603,2021,5
2021-05,NO3-NITRATE,1909.49,GOLF P,17.605476673427994,2021,5
2021-05,NO3-NITRATE,583.72,JBW,59.38148524923703,2021,5
2021-05,NO3-NITRATE,1614.43,JK,35.70168067226891,2021,5
2021-05,NO3-NITRATE,5483.04,KF,34.106991789002244,2021,5
2021-05,NO3-NITRATE,3573.97,TERK,16.232774674115458,2021,5
2021-05,PH,11.83,505 NORTH,0.0328310160130991,2021,5
2021-05,PH,5.67,C&H3,0.0572842998585572,2021,5
2021-05,PH,5.98,GOLF P,0.0551355338373594,2021,5
2021-05,PH,6.22,JBW,0.6327568667344863,2021,5
2021-05,PH,5.91,JK,0.1306943830163644,2021,5
2021-05,PH,5.71,KF,0.0355187857676038,2021,5
2021-05,PH,11.77,TERK,0.0534586910114911,2021,5
2021-05,P-PHOSPHOROUS,992.8,505 NORTH,2.755252129991952,2021,5
2021-05,P-PHOSPHOROUS,242.29,C&H3,2.4478682562133764,2021,5
2021-05,P-PHOSPHOROUS,845.13,GOLF P,7.792089249492901,2021,5
2021-05,P-PHOSPHOROUS,287.15,JBW,29.211597151576804,2021,5
2021-05,P-PHOSPHOROUS,313.7,JK,6.937195931003981,2021,5
2021-05,P-PHOSPHOROUS,66.93,KF,0.4163349091813885,2021,5
2021-05,P-PHOSPHOROUS,798.26,TERK,3.6256529045737382,2021,5
2021-05,SE-SELENIUM,0.85,505 NORTH,0.0023589487414314,2021,5
2021-05,SE-SELENIUM,1.01,C&H3,0.010204081632653,2021,5
2021-05,SE-SELENIUM,0.32,GOLF P,0.0029503964595242,2021,5
2021-05,SE-SELENIUM,0.87,JBW,0.0885045778229908,2021,5
2021-05,SE-SELENIUM,0.75,JK,0.0165855816010614,2021,5
2021-05,SE-SELENIUM,0.93,KF,0.0057850211495396,2021,5
2021-05,SE-SELENIUM,2.1,TERK,0.0095380842076577,2021,5
2021-05,SI-SILICON,267.33,505 NORTH,0.7419032553492633,2021,5
2021-05,SI-SILICON,131.95,C&H3,1.3330975954738329,2021,5
2021-05,SI-SILICON,147.76,GOLF P,1.3623455651853218,2021,5
2021-05,SI-SILICON,125.2,JBW,12.736520854526958,2021,5
2021-05,SI-SILICON,171.4,JK,3.7903582485625833,2021,5
2021-05,SI-SILICON,122.97,KF,0.7649290868375218,2021,5
2021-05,SI-SILICON,253.93,TERK,1.15333605850025,2021,5
2021-05,S-SULFUR,350.94,505 NORTH,0.973940554491716,2021,5
2021-05,S-SULFUR,218.91,C&H3,2.21165892099414,2021,5
2021-05,S-SULFUR,196.92,GOLF P,1.8156002212797344,2021,5
2021-05,S-SULFUR,276.05,JBW,28.0824008138352,2021,5
2021-05,S-SULFUR,179.94,JK,3.9792127377266695,2021,5
2021-05,S-SULFUR,140.17,KF,0.8719208758397611,2021,5
2021-05,S-SULFUR,372.89,TERK,1.6936458191397556,2021,5
2021-05,TOTAL NITROGEN (PPM),11072.44,505 NORTH,30.72860988538284,2021,5
2021-05,TOTAL NITROGEN (PPM),29675.15,C&H3,299.80955748636086,2021,5
2021-05,TOTAL NITROGEN (PPM),9128.7,GOLF P,84.16651300018441,2021,5
2021-05,TOTAL NITROGEN (PPM),7483.16,JBW,761.2573753814852,2021,5
2021-05,TOTAL NITROGEN (PPM),6906.09,JK,152.72202565236623,2021,5
2021-05,TOTAL NITROGEN (PPM),15077.19,KF,93.78694948992288,2021,5
2021-05,TOTAL NITROGEN (PPM),11020.97,TERK,50.05663805241405,2021,5
2021-05,TOTAL SUGARS (%),0.66,505 NORTH,0.0018316543168761,2021,5
2021-05,TOTAL SUGARS (%),0.78,C&H3,0.0078803798747221,2021,5
2021-05,TOTAL SUGARS (%),0.53,GOLF P,0.004886594136087,2021,5
2021-05,TOTAL SUGARS (%),0.29,JBW,0.0295015259409969,2021,5
2021-05,TOTAL SUGARS (%),0.42,JK,0.0092879256965944,2021,5
2021-05,TOTAL SUGARS (%),2.7,KF,0.0167952226922119,2021,5
2021-05,TOTAL SUGARS (%),0.8,TERK,0.0036335558886315,2021,5
2021-05,ZN-ZINC,9.6,505 NORTH,0.0266422446091083,2021,5
2021-05,ZN-ZINC,46.94,C&H3,0.4742372196403313,2021,5
2021-05,ZN-ZINC,8.03,GOLF P,0.0740365111561866,2021,5
2021-05,ZN-ZINC,30.32,JBW,3.0844354018311293,2021,5
2021-05,ZN-ZINC,33.22,JK,0.7346306943830163,2021,5
2021-05,ZN-ZINC,24.08,KF,0.1497885046031351,2021,5
2021-05,ZN-ZINC,61.51,TERK,0.2793750283871554,2021,5
2021-06,AL-ALUMINUM,5.81,505 NORTH,0.0161241084561374,2021,6
2021-06,AL-ALUMINUM,14.88,C&H3,0.1503334006870074,2021,6
2021-06,AL-ALUMINUM,10.24,GOLF P,0.0944126867047759,2021,6
2021-06,AL-ALUMINUM,6.02,JBW,0.612410986775178,2021,6
2021-06,AL-ALUMINUM,21.72,JK,0.4803184431667404,2021,6
2021-06,AL-ALUMINUM,8.54,KF,0.0531226673301816,2021,6
2021-06,AL-ALUMINUM,15.83,TERK,0.071898987146296,2021,6
2021-06,B-BORON,5.63,505 NORTH,0.0156245663697166,2021,6
2021-06,B-BORON,8.68,C&H3,0.0876944837340876,2021,6
2021-06,B-BORON,5.68,GOLF P,0.0523695371565554,2021,6
2021-06,B-BORON,3.5,JBW,0.3560528992878942,2021,6
2021-06,B-BORON,8.84,JK,0.1954887218045112,2021,6
2021-06,B-BORON,4.64,KF,0.0288629012192087,2021,6
2021-06,B-BORON,11.74,TERK,0.0533224326656674,2021,6
2021-06,CA-CALCIUM,646.55,505 NORTH,1.7943274220853107,2021,6
2021-06,CA-CALCIUM,1388.05,C&H3,14.02354010911295,2021,6
2021-06,CA-CALCIUM,668.4,GOLF P,6.1626406048312745,2021,6
2021-06,CA-CALCIUM,2008.17,JBW,204.28992878942012,2021,6
2021-06,CA-CALCIUM,1694.04,JK,37.46218487394958,2021,6
2021-06,CA-CALCIUM,1336.7,KF,8.31487932321473,2021,6
2021-06,CA-CALCIUM,1606.5,TERK,7.296634418858155,2021,6
2021-06,CL-CHLORIDE,1677.71,505 NORTH,4.656037521161158,2021,6
2021-06,CL-CHLORIDE,1772.04,C&H3,17.903010709234188,2021,6
2021-06,CL-CHLORIDE,2371.22,GOLF P,21.8626221648534,2021,6
2021-06,CL-CHLORIDE,1412.34,JBW,143.676500508647,2021,6
2021-06,CL-CHLORIDE,1587.65,JK,35.10946483856701,2021,6
2021-06,CL-CHLORIDE,1204.94,KF,7.495272455834786,2021,6
2021-06,CL-CHLORIDE,1648.57,TERK,7.487714039151566,2021,6
2021-06,CO-COBALT,0.46,505 NORTH,0.0012766075541864,2021,6
2021-06,CO-COBALT,0.48,C&H3,0.0048494645382905,2021,6
2021-06,CO-COBALT,0.44,GOLF P,0.0040567951318458,2021,6
2021-06,CO-COBALT,0.48,JBW,0.0488301119023397,2021,6
2021-06,CO-COBALT,0.43,JK,0.0095090667846085,2021,6
2021-06,CO-COBALT,0.57,KF,0.0035456581239114,2021,6
2021-06,CO-COBALT,0.87,TERK,0.0039514920288867,2021,6
2021-06,CU-COPPER,1.4,505 NORTH,0.0038853273388282,2021,6
2021-06,CU-COPPER,1.87,C&H3,0.0188927055970903,2021,6
2021-06,CU-COPPER,1.7,GOLF P,0.0156739811912225,2021,6
2021-06,CU-COPPER,1.49,JBW,0.1515768056968464,2021,6
2021-06,CU-COPPER,1.53,JK,0.0338345864661654,2021,6
2021-06,CU-COPPER,2.36,KF,0.014680268723563,2021,6
2021-06,CU-COPPER,2.87,TERK,0.0130353817504655,2021,6
2021-06,EC (MS/CM),4.16,505 NORTH,0.0115449726639469,2021,6
2021-06,EC (MS/CM),3.04,C&H3,0.0307132754091735,2021,6
2021-06,EC (MS/CM),4.17,GOLF P,0.0384473538631753,2021,6
2021-06,EC (MS/CM),4.4,JBW,0.4476093591047813,2021,6
2021-06,EC (MS/CM),5.18,JK,0.1145510835913312,2021,6
2021-06,EC (MS/CM),0.0,KF,0.0,2021,6
2021-06,EC (MS/CM),8.06,TERK,0.0366080755779624,2021,6
2021-06,FE-IRON,11.72,505 NORTH,0.0325257402936197,2021,6
2021-06,FE-IRON,48.56,C&H3,0.490604162457062,2021,6
2021-06,FE-IRON,20.07,GOLF P,0.1850451779457864,2021,6
2021-06,FE-IRON,13.04,JBW,1.3265513733468972,2021,6
2021-06,FE-IRON,53.84,JK,1.1906236178682,2021,6
2021-06,FE-IRON,17.02,KF,0.1058721074894252,2021,6
2021-06,FE-IRON,36.44,TERK,0.1655084707271654,2021,6
2021-06,I-IODINE,3.11,505 NORTH,0.0086309771598257,2021,6
2021-06,I-IODINE,5.35,C&H3,0.0540513234996969,2021,6
2021-06,I-IODINE,3.3,GOLF P,0.0304259634888438,2021,6
2021-06,I-IODINE,2.99,JBW,0.3041709053916582,2021,6
2021-06,I-IODINE,3.03,JK,0.0670057496682883,2021,6
2021-06,I-IODINE,5.32,KF,0.0330928091565066,2021,6
2021-06,I-IODINE,5.59,TERK,0.0253894717718126,2021,6
2021-06,K-POTASSIUM,4776.38,505 NORTH,13.2555712818805,2021,6
2021-06,K-POTASSIUM,7409.99,C&H3,74.86350777934936,2021,6
2021-06,K-POTASSIUM,5500.55,GOLF P,50.71501014198783,2021,6
2021-06,K-POTASSIUM,7834.38,JBW,796.9867751780265,2021,6
2021-06,K-POTASSIUM,7818.53,JK,172.8998230871296,2021,6
2021-06,K-POTASSIUM,5181.71,KF,32.23258273202289,2021,6
2021-06,K-POTASSIUM,9406.42,TERK,42.72344097742653,2021,6
2021-06,MG-MAGNESIUM,964.02,505 NORTH,2.675380900840896,2021,6
2021-06,MG-MAGNESIUM,2440.15,C&H3,24.652960193978583,2021,6
2021-06,MG-MAGNESIUM,1037.83,GOLF P,9.56878111746266,2021,6
2021-06,MG-MAGNESIUM,2150.32,JBW,218.7507629704985,2021,6
2021-06,MG-MAGNESIUM,2208.59,JK,48.84099955771783,2021,6
2021-06,MG-MAGNESIUM,2347.54,KF,14.602761881064945,2021,6
2021-06,MG-MAGNESIUM,2590.29,TERK,11.764954353454147,2021,6
2021-06,MN-MANGANESE,12.1,505 NORTH,0.0335803291427302,2021,6
2021-06,MN-MANGANESE,22.78,C&H3,0.230147504546373,2021,6
2021-06,MN-MANGANESE,13.29,GOLF P,0.1225336529596164,2021,6
2021-06,MN-MANGANESE,44.71,JBW,4.548321464903357,2021,6
2021-06,MN-MANGANESE,57.03,JK,1.2611676249447148,2021,6
2021-06,MN-MANGANESE,44.54,KF,0.2770589698930082,2021,6
2021-06,MN-MANGANESE,26.26,TERK,0.1192714720443293,2021,6
2021-06,MO-MOLYBDENUM,0.14,505 NORTH,0.0003885327338828,2021,6
2021-06,MO-MOLYBDENUM,0.07,C&H3,0.0007072135785007,2021,6
2021-06,MO-MOLYBDENUM,0.13,GOLF P,0.0011985985616817,2021,6
2021-06,MO-MOLYBDENUM,0.15,JBW,0.0152594099694811,2021,6
2021-06,MO-MOLYBDENUM,0.08,JK,0.0017691287041132,2021,6
2021-06,MO-MOLYBDENUM,0.18,KF,0.0011196815128141,2021,6
2021-06,MO-MOLYBDENUM,0.5,TERK,0.0022709724303946,2021,6
